types,LocationAbbr,LocationDesc,LocationID,Topic,TopicID,YearStart,YearEnd,StratificationCategoryID1,StratificationID1,Question,QuestionID,DataValueType,DataValueTypeID,DataValueUnit,LowConfidenceLimit,HighConfidenceLimit,DataValueAlt,HospitalNumber,Population,predict_value
Incidence,ID,Idaho,16,Tobacco,TOB,2021,2021,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.9,5.2,4.5,18,1964726,4.89
Incidence,ID,Idaho,16,Tobacco,TOB,2022,2022,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,,,4.89,18,1964726,4.89
Incidence,IL,Illinois,17,Alcohol,ALC,2011,2011,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,7.4,9.7,8.5,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2012,2012,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.3,7.2,6.1,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2013,2013,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.6,7.6,6.5,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2014,2014,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.6,7.4,6.4,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2015,2015,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.4,7.2,6.2,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2016,2016,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.9,7.7,6.8,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2017,2017,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.4,7.2,6.3,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2018,2018,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.1,7.8,6.9,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2019,2019,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.7,8.5,7.6,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2020,2020,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.9,7,5.9,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2021,2021,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.1,6,5,142,12549689,6.2
Incidence,IL,Illinois,17,Alcohol,ALC,2022,2022,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,,,6.2,142,12549689,6.2
Incidence,IL,Illinois,17,Arthritis,ART,2011,2011,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.8,25.8,24.3,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2012,2012,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,24,26.9,25.4,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2013,2013,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.1,25,23.5,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2014,2014,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.6,26.5,25.1,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2015,2015,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22,24.7,23.3,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2016,2016,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.4,26.2,24.8,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2017,2017,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.1,25.8,24.4,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2018,2018,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.5,26.2,24.8,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2019,2019,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.4,26,24.7,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2020,2020,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.5,26.3,24.4,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2021,2021,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,20.2,23.9,22,142,12549689,23.65
Incidence,IL,Illinois,17,Arthritis,ART,2022,2022,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,,,23.65,142,12549689,23.65
Incidence,IL,Illinois,17,Asthma,AST,2011,2011,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.2,9.2,8.1,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2012,2012,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.4,9.6,8.5,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2013,2013,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,6.7,8.6,7.6,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2014,2014,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.1,10.2,9.1,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2015,2015,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.5,9.4,8.4,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2016,2016,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.9,10,8.9,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2017,2017,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.3,9.2,8.2,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2018,2018,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.9,9.7,8.7,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2019,2019,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.4,9.1,8.2,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2020,2020,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.4,9.7,8.5,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2021,2021,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.4,10.2,8.7,142,12549689,8.58
Incidence,IL,Illinois,17,Asthma,AST,2022,2022,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,,,8.58,142,12549689,8.58
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2011,2011,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.2,3.6,2.8,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2012,2012,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.1,3.4,2.7,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2013,2013,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.9,2.9,2.4,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2014,2014,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.1,3.3,2.7,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2015,2015,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.2,3.2,2.6,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2016,2016,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,3.1,4.3,3.7,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2017,2017,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,3,4.3,3.6,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2018,2018,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.4,3.3,2.8,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2019,2019,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.3,3.2,2.7,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2020,2020,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2,3.2,2.5,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2021,2021,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.9,3.1,2.4,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Kidney Disease,CKD,2022,2022,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,,,2.77,142,12549689,2.77
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.2,7,6.1,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.2,6.9,6,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.3,5.7,5,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5,6.6,5.8,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5,6.6,5.8,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.5,7.1,6.2,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,6,7.5,6.7,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.8,7.4,6.6,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.1,6.5,5.8,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.2,7.2,6.1,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.6,6.6,5.5,142,12549689,6.11
Incidence,IL,Illinois,17,Chronic Obstructive Pulmonary Disease,COPD,2022,2022,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,,,6.11,142,12549689,6.11
Incidence,IL,Illinois,17,Diabetes,DIA,2011,2011,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,8.7,10.8,9.7,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2012,2012,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,8.4,10.5,9.4,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2013,2013,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,8.9,10.9,9.9,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2014,2014,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.2,11.2,10.1,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2015,2015,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9,10.9,9.9,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2016,2016,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.4,11.4,10.4,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2017,2017,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,10,12,11,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2018,2018,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.2,11,10,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2019,2019,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,10.4,12.2,11.3,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2020,2020,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.4,12,10.6,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2021,2021,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.6,12.2,10.8,142,12549689,11.01
Incidence,IL,Illinois,17,Diabetes,DIA,2022,2022,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,,,11.01,142,12549689,11.01
Incidence,IL,Illinois,17,Disability,DIS,2010,2010,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.6,35.6,35.1,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2011,2011,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.7,35.7,35.2,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2012,2012,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.6,35.4,35,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2013,2013,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.7,35.9,35.3,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2014,2014,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.7,35.5,35.1,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2015,2015,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,33.2,34,33.6,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2016,2016,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,33.4,34.2,33.8,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2017,2017,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,32.4,33.4,32.9,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2018,2018,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,31.5,32.5,32,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2019,2019,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,31.1,32.3,31.7,142,12549689,31.95
Incidence,IL,Illinois,17,Disability,DIS,2020,2020,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,,,31.95,142,12549689,31.95
Incidence,IL,Illinois,17,Mental Health,MTH,2011,2011,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,12.3,18.7,15.2,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2012,2012,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,8.2,14.2,10.8,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2013,2013,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,12.3,19.1,15.4,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2014,2014,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,11.3,17.4,14,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2015,2015,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,9.9,15.2,12.3,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2016,2016,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,8.5,13.8,10.9,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2017,2017,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,10,15.3,12.4,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2018,2018,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,13.3,19.1,16,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2019,2019,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,14.8,20.5,17.4,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2020,2020,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,9.9,16.2,12.7,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2021,2021,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,15.4,23.5,19.1,142,12549689,16.64
Incidence,IL,Illinois,17,Mental Health,MTH,2022,2022,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,,,16.64,142,12549689,16.64
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2011,2011,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.5,26.9,25.1,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2012,2012,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,20.3,23.4,21.8,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2013,2013,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.5,26.8,25.1,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2014,2014,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.4,25.6,23.9,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2015,2015,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.3,26.4,24.8,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2016,2016,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.4,25.5,23.9,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2017,2017,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.6,25.6,24,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2018,2018,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.2,26,24.6,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,24.2,27.1,25.6,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.4,27.4,25.3,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,25.2,29.4,27.2,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2022,2022,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,,,26.24,142,12549689,26.24
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2011,2011,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,25.4,28.9,27.1,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2012,2012,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,26.4,29.9,28.1,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2013,2013,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.7,31.2,29.4,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2014,2014,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.6,31.1,29.3,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2015,2015,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,29.2,32.4,30.8,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2016,2016,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,29.9,33.3,31.6,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2017,2017,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,29.5,32.7,31.1,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2018,2018,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,30.2,33.4,31.8,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,30.1,33.1,31.6,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,30.2,34.6,32.4,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,31.8,36.6,34.1,142,12549689,33.5
Incidence,IL,Illinois,17,"Nutrition, Physical Activity, and Weight Status",NPAW,2022,2022,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,,,33.5,142,12549689,33.5
Incidence,IL,Illinois,17,Older Adults,OLD,2010,2010,OVERALL,OVR,hospitalization for hip fracture among medicare-eligible persons aged >= 65 years,OLD1_0,Number,NMBR,,,,9993,142,12549689,11536.82
Incidence,IL,Illinois,17,Older Adults,OLD,2011,2011,OVERALL,OVR,hospitalization for hip fracture among medicare-eligible persons aged >= 65 years,OLD1_0,Number,NMBR,,,,9923,142,12549689,11536.82
